gene	sample20180810-A2_capture6_I4	sample20180808-B3_panel12_capture4_I6	sample20180810-A2_capture6_I8	sample20180808-B3_panel12_capture4_I9	sample20180810-A2_capture6_I5	sample20180808-B3_panel12_capture4_I5	sample20180810-A2_capture7_I24	sample20180810-A2_capture7_I22	sample20180810-A2_capture6_I6	sample20180810-A2_capture7_I20	sample20180808-B3_panel12_capture4_I11	sample20180808-B3_panel12_capture4_I12	sample20180810-A2_capture7_I23	sample20180808-B3_panel12_capture4_I7	sample20180810-A2_capture6_I9	sample20180810-A2_capture6_I12	sample20180808-B3_panel12_capture4_I1	sample20180810-A2_capture7_I21	sample20180810-A2_capture7_I19	sample20180808-B3_panel12_capture4_I8	sample20180810-A2_capture6_I2	sample20180808-B3_panel12_capture4_I4	sample20180810-A2_capture6_I11	sample20180810-A2_capture6_I3	sample20180810-A2_capture6_I7	sample20180808-B3_panel12_capture4_I10	sample20180810-A2_capture6_I10	sample20180810-A2_capture6_I1	sample20180808-B3_panel12_capture4_I2	sample20180808-B3_panel12_capture4_I3	Median_GCS	cut_off	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-GCS	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-CopyRatio	Exon_counts	Filter	CopyNumber
AKT2	-7.45282621147	0.255108763003	0.579039710972	-1.17540320586	0.398643682215	-0.440611178692	-0.388603659429	0.810276446102	-0.692871198563	-0.269190880939	1.06668825959	-1.68687190705	-0.0418918015092	-2.05343536698	1.75315968706	2.07759520548	0.630982437318	-0.138323295269	-0.700356593691	1.09227561781	0.46049368762	-0.212075074173	-0.12650425095	-0.103430990399	1.31811649741	4.33862875634	1.07588660081	-0.662810215651	-0.0324043037857	0.320714782678	-0.0371480526474	4.33862875634	2.1983728272	-0.0194555253861	13	.	1.97320995998
AKT3	-9.22300664259	1.13926386689	0.350192401611	-0.400176125068	1.01587891589	0.231407488021	2.11604704237	0.657447453475	1.65901198239	-0.396232375886	-0.0759456243683	0.816259643203	2.25883327848	2.13009102414	1.61626937629	-0.0118498328065	-0.587583352502	-0.978186382454	0.24125541179	-0.169033313323	-0.241551506365	-0.710498910444	0.600409997255	0.134837816347	-0.640125978919	-4.75349721265	2.27676099529	0.757442393762	-0.687932902667	0.874211072856	0.236331449906	4.75349721265	-29.7174912164	-0.821247795506	16	PASS	1.13190447091
ALG9	-7.26572604338	0.618268502259	0.363521746999	0.0128505111338	-0.277738164721	0.135114890844	-0.475311759383	0.531336978188	0.204094498828	0.0600943366102	0.121979321962	0.15619145713	0.412627724107	0.362072735305	0.958775497666	-0.163295327299	0.387536828281	-0.248769621254	0.249633309422	0.652887223195	0.317557940053	0.361170987894	0.435666414046	0.460547771512	0.704856650906	-0.611283972362	-0.0296457797006	0.459476038345	0.349518953134	0.755990350281	0.333538446594	0.958775497666	-1.28816075043	-0.393219134399	2	PASS	1.52285741168
ALK	11.1338622052	-0.0446452360084	-0.972337532341	-0.632805353752	0.476092987835	-0.600420007107	0.57174385849	0.00977789007295	-0.734155245114	-0.872679624983	0.281657836862	-0.116559586664	1.50517651951	-3.2255385795	-0.0963310480615	-2.7312941123	-1.50032605679	-2.08583410705	1.39176267296	-0.709783520142	-0.183392903755	-1.1039603841	-0.344627820972	0.479730099994	-1.5688595704	-0.346297436609	0.615633007588	0.793263957192	-0.0333002337155	0.644447323661	-0.149976245209	3.2255385795	7.33892688659	-0.0470379612528	26	PASS	1.93584311579
ALK_fus	-3.6452585188	1.02008515385	-0.0423494156082	0.461494328773	-0.563081598721	0.560159840433	-1.72837256959	0.8459291387	-0.618291379273	0.279184532022	1.13424058296	0.649268116599	0.365015504008	-1.61402284008	-2.10607680417	0.265331432952	-0.765235093363	1.70631416282	-0.442889434119	0.894024163657	0.530867367586	0.353731638569	0.675831248059	0.965131538556	-0.0206381661225	1.71348045812	-0.862839252331	0.0499663406565	0.658637095127	-0.71963757128	0.316458085295	2.10607680417	10.6385852038	0.226291977876	4	PASS	2.33964878683
ALOX12B	-1.42023356849	0.163195399543	1.86808304517	0.121091734456	0.054113428124	0.989828835675	-1.04138969122	-0.348152832326	-0.0155128089621	-0.158628178121	-0.430285819128	-0.601421009329	-2.0290733173	-3.59956322695	-1.79584273952	1.36358044797	1.00214603023	1.70799861965	0.513216831715	0.226260232232	0.236903311943	0.423548745189	-1.34188402309	1.03619403559	0.668020211193	1.34985925989	-1.02934875373	0.93779659493	0.985637406427	0.163861798252	0.163528598898	2.0290733173	8.02458260329	0.0495515598722	15	PASS	2.06988635453
ALS2CR11	-6.95986054648	0.38444816419	0.0133440106172	0.542162165765	-0.198720940649	0.363225435206	-0.417006889108	0.428897459725	0.232078464117	0.0418245107909	0.0757075863999	0.309649586536	-0.0727841470002	0.690811288831	0.416423060166	0.00312798185671	0.437904293409	0.628102013431	0.407270788955	0.448267941084	-0.163649839691	0.201258252483	-0.11150742098	-0.17889284498	0.072966310601	1.14283768099	0.535654621025	0.103001044874	0.0625288486012	0.560931119227	0.2166683583	1.14283768099	2.91647560581	0.605626389794	2	PASS	3.04327855133
ANKRA2	-6.79518493341	0.160879341244	0.799015706764	-0.535461797515	0.142585397536	-0.477103364136	0.47450502361	-0.137812228786	0.909236495928	-0.0664029374649	0.710218964793	0.455611105159	0.747638476013	0.273917646517	0.782409541734	-0.398690550926	0.348663956246	0.388631621319	0.550026935274	0.75005988815	-0.198371016419	0.431911252943	0.671204503527	0.263395592093	-0.643302989271	-1.36230995887	1.02211614871	0.65737711372	0.242129228259	-0.166894162734	0.311290801381	1.36230995887	-2.41035429298	-0.719403236226	2	PASS	1.21469723408
ANKRD46	-7.02078231695	-0.189491715987	-0.371260148101	0.172523503319	0.332301646311	-0.17799364096	0.113762013533	-0.143946639536	-0.0334751783279	0.662703573534	-0.194785606273	0.012538454416	0.824669842057	0.158765391614	0.432507500612	0.33286873419	0.405689693548	0.527227583433	-0.0392409897408	0.287424239809	-0.110330403861	0.544277091537	-0.0871776930808	1.17363618645	0.330461550758	0.734667049076	0.331310229917	0.224373177129	0.640157811654	0.126619059926	0.198448340224	1.17363618645	3.27235265077	0.719801446848	2	PASS	3.29391070828
ANO1	-4.10474603667	0.281962187426	0.0469857208042	-0.268432450783	-0.128838566254	0.316525870762	-0.139757836343	-0.577644383506	0.270447972345	-0.0709158685221	0.770051932033	-0.277546403856	-0.242407536898	-1.13619811055	-0.19193312272	0.491368788563	0.185263186229	0.984724662289	-0.635191556355	0.053285695073	0.434814101133	0.701931995943	0.0310226251002	-0.179804056759	0.492441762173	2.77187011304	-0.0773744007919	-0.166108425502	0.188746051355	0.175456091235	0.0390041729522	2.77187011304	6.20581314221	2.37703263608	1	PASS	10.3893438428
APC	-1.81618022423	-0.275023157874	-1.38416134761	-0.36779682833	0.752076213497	-0.112979994905	1.70649146832	0.139244356556	2.05334592153	0.169168885932	-1.28132016752	0.22547697159	1.7965373951	1.19756806921	1.84890313262	-1.00843172733	0.338498828596	-1.00818070835	0.547683552943	-0.0778542245661	-0.82040432862	-0.380583263302	0.652556635106	-1.31648833786	-0.370174200782	-1.60942074797	1.42741962965	0.511377906358	-0.928748518377	-0.608601189377	-0.0954171097356	1.84890313262	-8.04011748785	-0.274386375469	19	PASS	1.65360381756
APOPT1	-4.76571974804	1.07327214321	-0.133703221801	0.518507483973	0.231003727094	0.421373397765	-0.455884596729	-0.158983688273	0.158112453481	0.23949078019	0.994541790124	0.472803510164	0.138240458101	-0.366749875292	-0.300307629151	-0.193634616798	1.21710195607	0.520926096354	-0.416562424297	0.227850391226	0.0969854400055	0.181713140714	-0.365922787279	-0.141005632636	0.251995611208	-0.256496159434	0.959172719945	0.169748221463	-0.661903473921	0.344034532557	0.163930337472	1.21710195607	0.840045760974	0.109756476085	1	.	2.15809216081
ARID1A	5.46938791217	-1.22040021371	1.43681338653	0.82876958291	-0.532450616545	-2.30179643258	-0.0839715996078	-2.58959266835	0.352356718783	1.48540984992	0.00331629650402	-1.20796893103	-1.79165268571	1.12724755082	-0.15283779169	1.94272111023	1.16876062825	2.12032038446	-0.337760008287	0.246251450315	-0.499432016863	2.09090873038	1.22554702637	-2.7733755662	0.279477147825	-2.48277959946	0.0219505371505	-0.564782495151	-2.18615775153	-1.07427993589	-0.0403276515519	2.7733755662	9.78814868008	0.0818513982212	22	PASS	2.11675074705
ARID1B	7.4040919435	-0.629755996142	-1.91933296832	-0.497187224411	0.784242507435	0.877630152109	1.97340339791	-0.827720758235	0.6760408923	-2.48713751902	-2.52951637648	0.783105506981	3.08065593754	1.62870539712	1.43210750049	-2.18998988636	-1.94813617215	-3.68016846663	1.54765893286	-0.705722291657	-0.65556880051	-1.19407765311	-0.610349731993	-0.926690336926	-1.06614571203	-0.23765985939	2.62024831074	0.469305629136	-0.48274164978	-0.689294704975	-0.553768478202	3.68016846663	-7.89076872825	-0.337071847596	25	PASS	1.58329288028
ARID2	-3.84602725801	-0.62176602001	-1.16482006293	-0.353982329413	1.8670948174	-0.335760372259	3.06574675836	-0.0497201123941	1.3753723404	-0.905458501368	-1.35692057906	1.30799060385	3.45174308868	2.12732645784	0.926884775443	-1.47341424022	-0.343296080358	-2.37593837792	1.12712442452	-0.629414409109	-0.613209948893	-0.263460876799	-0.346071332202	0.631883385111	-0.96713986577	-2.63864724583	1.74084306444	1.27728474134	-0.747619231945	0.133372387112	-0.339528226308	3.45174308868	-20.4867515251	-0.60430344943	21	PASS	1.31557778372
ARID4A	-7.36356448387	0.543620603299	0.195837056946	0.474215241168	-0.0083709023585	0.0528089557958	0.0619144305122	0.490248468846	0.19693837272	0.232768592145	0.44092539337	-0.178068705277	0.139968185621	0.0103773110629	0.282427120328	0.0787524510758	0.587178340532	-0.130204401384	0.285635600059	0.251555968834	0.29525895675	0.000226635746673	0.623643118246	0.650505291422	0.376190813631	0.370390021888	-0.0840401179403	0.239021252326	0.498520638829	0.385319789676	0.24528861058	0.650505291422	0.874823950492	0.0498393079924	2	PASS	2.07029923826
ARL6IP6	-4.67995322612	0.169671322434	0.348480693946	-0.188486468424	0.55474414056	0.591235310835	0.317138349789	-0.575692876861	0.563880636828	0.841764168522	-1.09706454302	0.575315112338	0.0948126725637	0.834482482896	0.882458921321	-0.450643913764	-0.0217753117744	0.552523693607	0.53415227236	-0.334218036247	0.0112502093231	-0.0208195545827	-0.465986438951	0.592162282417	-0.430049292636	-0.521377222458	0.736557525015	0.0688084891954	-0.0299012945679	0.54652989546	0.132241997499	1.09706454302	1.68418887216	0.427241984588	1	PASS	2.68932103281
ARMC5	-5.20141142162	0.571772883705	0.210579933604	0.214254769013	-0.213046490255	0.421750102063	-0.50387823458	0.287112100141	-0.0475578957312	0.134406359655	0.340301960896	0.56535080336	0.157133348967	0.20819487538	-0.0918961524055	0.191044246538	0.154192246804	-0.34425560924	0.130723918489	0.410747332002	0.473114374365	0.133505966979	0.016682181243	-0.0169976471592	0.179997009962	0.0614597967442	0.088672480082	0.536870792086	0.644044733692	0.287131235216	0.168565179464	0.644044733692	-1.39324341126	-0.536580976958	1	PASS	1.37880556151
ARPC2	-4.79642541074	0.277216388862	0.537676012748	-0.345755221659	0.561650648028	0.37236884437	-0.987396214767	0.779530201099	0.0099819757821	0.412532295775	0.16554800949	0.287065683258	-0.582823917983	0.669586036363	1.30423850132	-0.119158278631	0.282559958611	0.151629518291	-0.404927255439	0.353270113336	-0.00802891281438	0.467823535686	-0.20054407107	0.0676441739821	0.0888125144807	0.26703586562	0.610387061318	-0.593928070831	0.468648149894	-0.0962181343811	0.216291937555	1.30423850132	-0.293011213632	-0.226509933158	1	.	1.70940004662
ASH1L	-4.24121768272	0.123281142771	-0.693193433247	0.83883975922	-0.439542018426	0.574134959004	0.0528281653229	0.412824829117	0.237148536772	-0.532219147056	0.108897333742	-0.229018052472	-0.462987752184	0.412988481645	0.226161228359	-0.615944906621	0.271943896276	0.350318956718	-0.330338993236	0.083083427869	0.941881522579	-0.146965240796	-0.163482335383	0.35679557399	-0.0704545654151	2.64360209809	0.389519696072	0.158662072416	-0.527690948399	0.270143395996	0.116089238256	2.64360209809	8.27208152327	2.99063861988	1	PASS	15.8965150825
ASXL1	2.09025333601	-1.07013130611	0.377789415731	0.23562970768	-0.188630818036	-0.0758539617667	0.577544553898	-0.936881765815	-0.565182244489	0.911561751255	-0.894609842361	-2.31870895204	-1.13682634605	0.304266992081	1.42540360614	0.56756045642	0.0098752376472	0.0824419462598	-0.50523244267	-0.293311226264	0.0554371412269	0.631993261692	0.121863374313	-0.244004390331	0.637930408391	1.42551618857	1.23868427592	-1.03715205663	-1.29650786237	-0.130718438298	0.0326561894371	2.09025333601	4.30737907757	0.0778938213879	13	PASS	2.11095206896
ATM	-1.64342782945	0.0837256786433	1.01779427737	-0.0890469376381	1.3339457857	1.11662451987	2.08941482584	-0.388229443363	2.12830142974	-0.768525498209	-3.42122075566	1.23360916589	0.468078497971	3.79217616206	3.20401916109	-0.0607961157873	0.804419021345	-2.04334035302	-0.90113429156	-1.68007834267	-1.42225828822	-0.354482950897	-0.129586060176	-0.563737027622	0.661304243855	-6.35451771887	3.13367654301	-0.21766602325	-1.16266657194	0.133624895953	-0.0749215267127	3.79217616206	-30.1556457798	-0.360681239618	63	PASS	1.55759349106
ATP9B	-4.95089855017	0.0781671031191	0.0871209423167	0.61129469963	0.822995295459	-0.301060276195	0.67184120711	-0.0968347658271	-0.48637310979	-0.15694869556	-0.289074397423	-0.22342876841	0.334164310423	-0.367044078902	0.663664023389	0.302857625286	-0.133639635197	0.273056088699	0.0289497947841	0.751254228643	0.40965866843	0.224390556065	-0.42251557308	0.78745272424	0.73688064645	0.317051800028	0.553696861215	-0.159388318866	0.119820760716	-0.187111166582	0.103470851516	0.822995295459	-2.62679775133	-0.838661486482	1	PASS	1.11832422343
ATR	9.99642787968	-1.59496360681	-0.791402929674	-1.61659084148	0.521002918713	0.154107326176	1.85071783084	1.49588906634	0.83757206383	-1.45870482147	-1.34154081363	0.218297304465	2.18514991979	2.52076197738	2.21840992029	-2.7459412822	-2.04411721357	-2.44527138517	1.61047277828	-0.341195704338	-0.965603466839	-1.94781131006	0.385166720442	-0.635111990175	-0.559018399555	-4.44906071417	0.632555914601	-0.0333333801164	-0.62196347088	-1.03490029068	-0.450107051946	4.44906071417	-53.7951708359	-0.697114103752	49	PASS	1.23360959891
AURKA	4.51717857083	1.02291929788	0.863525375017	-0.671183807039	-0.481451848085	0.381287807251	-1.69054710765	-0.191033340819	-0.782524091023	-0.0468598943808	0.016111366364	-0.460837819698	-1.41394744561	-0.818519995604	-1.85757179778	1.71404704249	-0.599126801157	1.61232831025	-1.52229814132	-0.317469514189	0.142900491953	0.236375556445	0.241847094332	0.723247941257	0.891615903327	-1.5256471292	-0.359838184063	-0.088378940392	0.116081179844	0.347769920775	-0.0676194173864	1.85757179778	16.5091267759	0.423088792111	8	PASS	2.68159021924
AURKB	0.684522006445	-0.914220046114	0.127978327368	-1.08580624932	0.69331852126	-1.4904448602	0.416778620772	-1.26855855098	-0.112722645213	0.309528605959	0.288623169858	-1.11544432964	-1.15870202319	3.05036854878	-0.0729766444017	0.0762573650812	0.915154698865	1.90535918958	-1.71815002224	-0.33290790864	-0.308327579562	1.06492641791	-0.89144061199	-0.961771911995	-0.0556288444839	1.30154900247	0.740543359149	0.00564157899214	0.741902628655	-0.835349813175	-0.0249936327459	1.90535918958	-4.17074986691	-0.177722517968	8	PASS	1.7681951168
AXIN1	2.63400495472	0.686077511383	-0.155775248663	1.1166925728	-1.04080556175	-0.072722159024	-2.39424874297	-2.26079352563	-1.57084522581	0.447257583932	2.3783411726	-0.0649843325988	-2.17843210931	-0.718632034694	-1.03427825205	2.18548580791	1.05362849691	2.17159328983	-1.73262489317	1.10362711417	-0.886356838596	0.403268676962	-0.659247223902	0.299540730037	1.64565542431	1.14894828377	-2.17200594855	-1.99716451096	0.882595096899	0.782199891429	0.117278198719	2.39424874297	5.5224734353	0.0081526056153	12	PASS	2.01133390473
AXL	-5.99411201998	-1.74784429011	2.56004145457	-1.25423748309	-0.403469059309	-1.63305765936	-2.22076277438	-0.408096326058	-0.1089432211	2.06194765206	-0.843246718817	-1.85057259953	-2.24270314829	0.42587797217	2.5563671691	1.95207356426	3.56394782837	2.51750580039	-1.39802965561	1.04017378417	-1.71072880809	1.64841828181	0.432650469126	-0.987633726862	2.36677806253	4.24954283606	-0.348409116129	-2.37783896084	-0.544083885594	0.698444578535	-0.375939087719	4.24954283606	9.99918010722	0.114330055037	21	PASS	2.1649445213
B2M	-3.56600551354	-0.274078027035	-0.859848242094	0.51737689044	0.433125199233	0.276762118221	1.82837319899	-0.0131258597457	0.571362766809	-0.430603902061	-1.11799422754	0.490227675497	0.900274925888	1.27128337028	2.100245167	-0.695185678883	-0.12124569509	-0.521227526554	0.0544465389733	0.268765028668	-0.743140417763	0.21055528393	-0.00465530319751	-0.592438491021	-0.468367359699	-0.450956563104	1.20628596033	-0.00673733046439	-0.28872365904	0.0252496725729	-0.00569631683095	2.100245167	2.57778538371	0.233033237773	1	PASS	2.35060681107
BAP1	-0.873879721709	0.146324889014	-1.76911657665	0.891202940492	0.672484100832	-0.739495140403	1.23831823063	-0.57620597596	-0.497193194388	-1.07992942017	0.574815565257	1.4121324439	1.48670883101	-2.62574297513	-0.481389523165	0.521197296062	-1.74569754471	-0.438052220131	0.590537909988	1.58661700164	1.04525122912	-1.0158857635	-1.3866746442	0.764092846034	-0.809963242428	2.44875262022	1.48674506224	0.438167279634	-1.08439742484	-0.179724878689	-0.0166999948374	2.44875262022	6.27220425726	0.0273718916509	16	PASS	2.03830775162
BARD1	-0.952376701517	0.525674385215	-1.25701980923	0.869454587939	0.111688261807	-0.32440047652	2.12170553333	0.291089079735	0.731254491749	-1.34947779112	-0.785394446798	0.819604821555	1.39555262765	0.774726703631	0.708996780975	-2.01320387064	-0.525855079224	-2.8838505803	1.93518295405	-0.174411614455	0.940330779342	-0.825727974798	-0.0801427328003	0.16861036749	-0.743326137032	-2.68637174339	1.39677630587	0.392418638667	0.514100952306	0.904391686518	0.229849723612	2.68637174339	-20.0931354748	-0.553929326318	12	PASS	1.36232476957
BAT-25	-3.25479549791	1.33148336759	-1.13808079902	0.837070929524	0.511048870588	0.390769101751	-0.494825702759	-0.0493849018118	-0.340420612732	-0.715791814515	-0.761769700548	0.479823222381	0.137490509864	0.153443065064	0.10719630709	-2.00568448715	-0.617096438103	-0.71647298446	0.479111988069	0.786719906134	1.20367933047	0.875544722463	-0.916572294926	0.891947150283	-0.794106937689	3.01806259936	-0.206749859317	0.190700832044	-0.660378557398	1.27803868567	0.122343408477	3.01806259936	6.03049975446	0.920155149279	2	PASS	3.78463756981
BAT-26	-5.13232250416	0.643850942766	0.20380809995	-0.603065351452	-0.896129206427	0.546680859891	-0.616595070299	0.383138105389	-1.43182419165	1.41105964659	0.368957937554	0.0132271030197	-0.334556851743	-0.540483682999	-1.86178047787	0.613309542904	0.66696010288	1.64285092605	0.605896352553	0.125789508703	0.488204382637	1.05233174945	-0.196279196937	0.44730595985	0.379303653511	0.358018282984	-0.53260793633	0.770675214073	0.998968194621	0.425307904494	0.374130795533	1.86178047787	1.1242207416	0.108875116932	2	.	2.15677415988
BCL2	7.55382819611	-0.249066655845	-0.253792149686	-0.175640757373	-0.339415537753	-0.0484052418612	-0.213500321076	-0.363066671512	-0.283463896036	-0.351060975673	-0.282891942488	-0.134083914611	-0.328318500217	-0.139761445803	-0.215458615874	-0.341895127946	-0.199950495582	-0.275717225988	-0.247678822081	-0.213325722819	-0.172285080832	-0.251644994462	-0.344098075456	-0.362905235317	-0.356673714167	-0.353290706529	-0.264408335851	-0.25868905587	-0.205823504742	-0.327515472657	-0.256240602778	0.363066671512	-0.407577934823	-0.265801798676	2	PASS	1.66347271341
